wid,n_days,n_ord,n_slot,n_fill,n_canc,n_rf_fill,n_rf_canc,n_rf_same,n_rf_fill_same,sz_pl,sz_fl,szt,n_ep,n_modal,ep_child,ep_child_max,rf_fill,rf_canc,same_sz_share,modal_share,turnover_s,ord_per_slot,rf_ratio
204,65,66471,39405,443,66028,1,1725,1403,0,660872244,5487370,1.6308161647958167e+18,52926,1232,1.3608978886895262,23,0.002257336343115124,0.026125280184164296,0.8128621089223639,0.01853439845947857,0.4052401848020333,1.68686714883898,0.08640429221055385
18419,47,17738561,513458,19356,17719205,4698,2698946,1424892,2462,695723538173,479266719,5.237671435963683e+21,6287611,23207,2.750859812602902,212,0.24271543707377558,0.15231755600773286,0.5270264872150328,0.0013082797415190557,0.13283069522000157,34.547248265680935,1.5934830063939143
23814,7,42612,10909,2029,40583,99,2471,1095,99,20102112,213374,3.563095232034741e+17,32838,8520,1.4742445066737364,22,0.04879250862493839,0.060887563758223885,0.4260700389105058,0.19994367783722894,0.056417554656602566,3.9061325511045926,0.8013542604313536
29048,2,43796,11150,233,43563,1,297,5,1,3636209,6083,2.085268741243684e+16,34949,2595,1.260026563738085,39,0.004291845493562232,0.00681771227876868,0.016778523489932886,0.05925198648278381,0.1743760373941688,3.9278923766816143,0.6295140243638098
26038,28,13226,12308,8,13218,0,0,0,0,89317407,49376,8.45439657618208e+19,13209,182,1.0017593202023036,2,0.0,0.0,,0.013760774232572206,0.0010564610518937218,1.074585635359116,NaN
12271,27,65454,43583,12964,52490,1455,429,1872,1451,14678823,2732021,3.9367283919380056e+16,59754,13208,1.0926270820599868,19,0.11223387843258253,0.00817298533053915,0.9936305732484076,0.20179057047697618,0.3728685735612505,1.501824105729298,13.732299018476123
17380,10,128507,14819,12544,115963,4597,18675,20865,3930,61189518,6417607,5.6841901754386376e+16,50480,6874,2.669328451989895,33,0.3664700255102041,0.16104274639324612,0.896570986593331,0.05349124950391807,1.0764861151971947,8.671772724205413,2.27560715224845
5078,82,13498001,907748,127580,13370421,8109,994097,657802,3494,26471837555,268253328,3.884437080562147e+19,7008483,552565,2.4688984117298167,111,0.06356011914093118,0.07435046360918628,0.6563540828931378,0.04093680241985461,0.6814845241660872,14.869766719397894,0.8548718603158527
4295,28,23119,10524,23039,80,317,0,214,214,55071706,54771449,6.044823811066299e+17,14102,4505,1.7996318391108748,33,0.013759277746429967,0.0,0.6750788643533123,0.19486136943639432,0.09110556026327823,2.1967882934245533,inf
24350,26,5937035,274315,28965,5908070,2036,772872,174751,278,37926645153,71199779,5.928247757067039e+19,2311956,85217,2.4575994560500805,86,0.07029173139996547,0.13081632411261207,0.22551193173899353,0.01435346094473083,0.6397614726507982,21.643129249220788,0.5373314980128585
4045,85,8010241,752003,4677,8005564,13,873535,205104,0,171306727854,100792204,3.380505346806409e+20,4960731,25830,1.8613846841382735,62,0.0027795595467179817,0.10911598483254896,0.23479419562519746,0.0032246220806589963,0.5067488741463901,10.651873729227145,0.025473440495299895
2074,88,33326,25727,374,32952,1,244,54,1,17791511,168418,6.273139690687442e+17,31815,1441,1.023927529077177,10,0.00267379679144385,0.007404709881039087,0.22040816326530613,0.043239512692792414,0.028361413705503373,1.2953706223034167,0.3610940650477777
6668,6,19155,3681,1429,17726,22,606,328,1,4186186,322983,8537672111417109.0,7470,5737,2.6179413129835374,28,0.015395381385584325,0.03418706984091165,0.5222929936305732,0.29950404594100755,0.4903193687190177,5.203748981255094,0.4503276079882306
6290,72,62484,36971,98,62386,1,760,578,1,475815167,825095,5.593566993819286e+19,55311,15997,1.106827126288895,16,0.01020408163265306,0.012182220369954798,0.759526938239159,0.2560175404903655,0.008506471228927098,1.690081415163236,0.8376208378088076
371,25,754832,144022,11032,743800,303,21634,21829,302,50358363,756047,1.1263499291249896e+17,591501,377736,1.2949906166026688,41,0.02746555474981871,0.029085775746168326,0.9950768108674841,0.5004239353922462,0.4470934094089315,5.241088167085584,0.9442950736301726
16231,20,20330,13754,1,20329,0,121,121,0,220931843,8793,3.724408796435708e+19,19103,204,1.0776321956433423,13,0.0,0.005952088149933593,1.0,0.010034431874077718,0.005931997669306164,1.4781154573215065,0.0
9827,74,88579,69077,6,88573,0,1,1,0,1009598658,103681,1.1213415550642604e+20,86682,37089,1.0169560578859544,4,0.0,0.000011290122272024207,1.0,0.41871098115806227,0.009003489199525323,1.2823226254759181,0.0
26208,20,122879,74374,4856,118023,16,270,215,13,5161191,194203,3536096391115264.0,115828,52040,1.035917518565944,6,0.0032948929159802307,0.0022876896876032637,0.7517482517482518,0.42350605066773006,1.4595730515061527,1.6521768359910722,1.4402709134175362
14007,3,204474,31960,962,203512,56,10246,10282,53,368831930,2088806,5.2423435967944205e+17,147923,165799,1.3845833152292355,23,0.058212058212058215,0.05034592554738787,0.998058629392351,0.810856147969913,0.7035630595169929,6.397809762202754,1.1562416934269364
255,90,64892,47317,507,64385,7,702,413,0,89219621,582388,2.6616740088446684e+18,61527,3984,1.0744741673354614,18,0.013806706114398421,0.010903160674070047,0.5825105782792666,0.06139431671084263,0.033520115800629864,1.3714309867489485,1.2663030956916559
6918,27,23705,17983,602,23103,0,23,20,0,286479874,148374,3.956036773056886e+19,22637,814,1.1268246520287588,40,0.0,0.000995541704540536,0.8695652173913043,0.03433874709976798,0.007241587741325086,1.3181894011010398,0.0
13867,8,68849,6972,1049,67800,47,6734,4425,15,6847204,112879,7.0150789067526456e+16,22091,6966,3.1105924333581627,66,0.044804575786463297,0.09932153392330384,0.6525586196726146,0.10117794012984938,0.09760694200330304,9.875071715433162,0.4511063614972099
29340,2,14117,5244,187,13930,10,1494,1497,10,296042,3985,257141969902961.0,6194,14028,2.153044054438138,15,0.053475935828877004,0.1072505384063173,0.995345744680851,0.9936955443791173,1.1512784167894448,2.6920289855072466,0.49860762121570057
14147,2,71027,17008,10245,60782,813,4667,5480,813,1917729,289771,5644976505490242.0,54155,71027,1.3147901875545263,15,0.07935578330893119,0.07678260011187522,1.0,1.0,0.3397231145488095,4.176093603010348,1.033512582190584
10205,10,316231,70627,1454,314777,190,41094,1878,13,233221241,636984,3.9984586334830035e+17,221487,10499,1.594450771271358,44,0.13067400275103164,0.1305495636593525,0.045489778122274976,0.03320041362168794,0.5832778637423194,4.477480283744177,1.0009531942366643
12825,2,41976,4343,182,41794,20,26002,26022,20,23000396,106988,3.77278238622779e+16,8514,7358,5.347193488050435,881,0.10989010989010989,0.6221467196248265,1.0,0.17529064227177435,0.6096401447367047,9.665208381303247,0.17663053814119117
18589,35,7019303,136877,23548,6995755,11442,2548943,910640,9542,46232614147,140231166,2.8086486247947128e+20,1101883,4374818,7.87096025850982,346,0.4859011381009003,0.3643556699741486,0.35566526127906545,0.6232553289122866,0.1646080386804497,51.2818296718952,1.333590165168489
5221,43,18341,15872,6,18335,0,86,83,0,131334026,156706,2.923192523061439e+19,17768,308,1.0330047505334994,11,0.0,0.004690482683392419,0.9651162790697675,0.016792977482143832,0.0044928284731125,1.1555569556451613,0.0
14650,17,32302,17280,71,32231,0,68,49,0,14792858,101316,3.896146975228333e+16,30074,19133,1.074149261491714,8,0.0,0.0021097700971114764,0.7205882352941176,0.592316265246734,0.3796791572302805,1.8693287037037036,0.0
127,89,79355,55398,933,78422,0,519,124,0,65220004,515619,1.568270845034655e+18,76417,4191,1.0294030457077112,16,0.0,0.006618040855882278,0.23892100192678228,0.052813307290025834,0.04158720683132944,1.4324524351059604,0.0
499,44,7748476,483209,147542,7600934,35484,1415933,920007,15126,27034115544,439395223,6.062665542317122e+19,3196990,371716,3.551480892779368,283,0.24050100988193193,0.18628408035117788,0.6338681440275262,0.04797278845543304,0.44591137933146957,16.03545463764127,1.2910443524135058
7070,20,12084,1824,255,11829,0,58,58,0,1218445,27073,7.152149564652983e+16,3065,11967,1.907748452577144,105,0.0,0.004903203990193592,1.0,0.990317775571003,0.017036067115007512,6.625,0.0
365,48,25575,16083,13828,11747,179,11,37,37,200680618,98085964,3.208890939548969e+17,21782,15230,1.1583054839007934,22,0.012944749783048886,0.0009364092959904657,0.19473684210526315,0.5955034213098729,0.6253893378757428,1.5901883976869986,13.823815972861388
10747,8,43592,5210,1180,42412,0,1031,1000,0,19099548,212258,1.1324795281955389e+17,26983,9974,1.21659807036763,34,0.0,0.024309157785532397,0.9699321047526673,0.22880345017434392,0.16865247913516532,8.366986564299424,0.0
25663,3,10324,3393,10,10314,0,25,4,0,928638,640,2.510626166704088e+16,7913,736,1.2340240703809147,11,0.0,0.0024238898584448324,0.16,0.0712901975978303,0.036988302452814065,3.0427350427350426,0.0
32094,5,162313,34341,0,162313,0,2356,2335,0,456306057,425,2.71981519212438e+18,147756,10212,1.0978758566155995,6,,0.01451516514388866,0.9910865874363328,0.0629154781194359,0.16777097882286285,4.7265076730438835,
246,35,14332,9216,82,14250,3,215,174,3,81004393,737776,1.9621763189305308e+18,12983,1304,1.118479984048148,10,0.036585365853658534,0.015087719298245613,0.7981651376146789,0.09098520792631873,0.04128293274080018,1.5551215277777777,2.424844015882019
23850,7,11521,2638,3371,8150,155,1478,1244,154,2152770,695789,2.908236480638165e+17,5890,5947,1.3886796324002815,20,0.045980421239988134,0.18134969325153374,0.7617881200244948,0.5161878309174551,0.007402321009079734,4.367323730098559,0.2535456245642106
29090,16,3943276,206095,15515,3927761,1265,548414,147362,155,17027310239,72127706,2.156274955811223e+19,1949842,5112,1.8282682865886528,166,0.08153399935546246,0.1396250942967253,0.2680873746313758,0.0012963840218133348,0.789663219577397,19.133292898905843,0.583949466721146
13760,62,2729050,476582,5217,2723833,269,86180,13596,143,44558293660,60828337,3.73514457992961e+20,2093502,2935,1.307017335300523,29,0.05156220049837071,0.031639237794681245,0.15727191754676167,0.0010754658214396952,0.11929469584505271,5.726296838739189,1.629691613716391
32213,7,2163453,67347,9081,2154372,418,212465,75289,49,6663355521,24693877,1.89078124501374e+19,1116738,3619,1.7734766030259677,156,0.046030172888448406,0.09862038682270285,0.3536637495713608,0.001672788824162115,0.3524128208153227,32.1239698873001,0.46674094851402526
502,98,1472241,549953,251,1471990,3,3364,286,0,110735304247,25131633,1.3848740756316915e+21,1334075,6056,1.082044292209987,13,0.01195219123505976,0.002285341612375084,0.08494208494208494,0.004113456967982824,0.07996055828865854,2.6770305826134235,5.229936378149708
7189,58,98278,18161,181,98097,5,33935,7578,1,3511894888,12221359,7.462978879087619e+17,27834,1145,2.052475108509557,364,0.027624309392265192,0.3459331070267185,0.22327637006482026,0.011650623740816867,4.705754826455229,5.411486151643632,0.07985448293658577
11691,19,26719,18988,0,26719,0,88,88,0,308431690,0,3.371782176402592e+19,26091,144,1.023272689986678,4,,0.0032935364347468094,1.0,0.005389423256858416,0.009147438175530978,1.407151885401306,
1199,96,25372,23510,0,25372,0,0,0,0,106312366,0,6.211164553567065e+19,25277,510,1.0029638022449923,3,,0.0,,0.02010089862840927,0.0017116333834521404,1.0792003402807315,
7740,63,40387,33637,17,40370,0,38,0,0,933228106,42242,1.8244492843031563e+20,39709,334,1.0226134795927584,6,0.0,0.0009412930393856825,0.0,0.00826998786738307,0.005115122212654127,1.200671879180664,0.0
678,17,1174888,175132,3047,1171841,418,75038,17404,141,45483024433,88942703,4.939730010522302e+20,875548,8802,1.3502080263109997,36,0.1371841155234657,0.06403428451470805,0.2306509754028838,0.007491777939684464,0.0920759319560278,6.70858552406185,2.142354155483003
7088,79,29767,26602,60,29707,0,599,599,0,39501744,60430,1.4657562160705944e+19,28598,1281,1.0216141756701553,17,0.0,0.020163597805231092,1.0,0.043034232539389254,0.002694973663894563,1.1189760168408391,0.0
3429,68,573195,263526,7759,565436,626,19085,8685,288,1116423528,16317739,1.006366996890208e+18,488463,11058,1.2234611260359365,70,0.08068050006444129,0.03375271471926089,0.4406169144132718,0.019291864025331694,1.1093602348346872,2.175098472257007,2.390341065466986
5132,70,11107,8451,11062,45,827,0,448,448,35636066,35553312,677759815939738.0,8988,5154,1.2407286856410233,40,0.07476044114988248,0.0,0.5417170495767836,0.4640316917259386,52.579195700160135,1.3142823334516625,inf
4480,81,4231475,586711,9944,4221531,907,474281,246474,163,183932551651,419779571,2.1731821836969588e+21,2524294,222963,1.8219364450773334,1145,0.09121078037007241,0.11234810309340379,0.5186873405894088,0.052691555545052254,0.08463742848199635,7.212196464698974,0.8118586594581106
26226,27,709740,181025,1429,708311,0,22940,21445,0,10303908150,22851927,2.146641767466384e+18,567552,12521,1.1811988062350953,17,0.0,0.03238690349295719,0.9348299912816042,0.01764167159804999,4.800012888112854,3.9206739400635273,0.0
24139,26,654950,151935,42507,612443,3001,26258,165,4,1399667501,88673839,1.7429463237129306e+18,466213,1448,1.3957237869569967,32,0.07060013644811443,0.04287419400662592,0.005639290474725726,0.0022108557905183603,0.8030468190313187,4.310724981077435,1.6466813682189256
4334,4,13605,6502,0,13605,0,3428,3428,0,1674798,0,237848581243028.0,9323,2787,2.114298516854172,20,,0.2519661889011393,1.0,0.20485115766262404,7.041446248059522,2.092433097508459,
15338,28,11427,9875,1550,9877,0,0,0,0,25450657,2146175,2.3625256191034363e+20,10851,256,1.0486764932890038,3,0.0,0.0,,0.02240308042355824,0.00010772648048429782,1.1571645569620252,NaN
30692,12,1193597,156649,61375,1132222,3748,35871,26710,2867,528489680,28435852,2.0894198545343853e+19,872115,39274,1.3016061975729658,17,0.06106720977596741,0.031681949299695644,0.6741714833791868,0.0329039030761639,0.02529360859920472,7.619563482690602,1.9275079698632704
6570,16,10497,8177,0,10497,0,4,0,0,46331863,0,6.777040688978746e+18,10209,190,1.0308041863026571,6,,0.0003810612555968372,0.0,0.018100409640849767,0.006836592124250901,1.283722636663813,
24124,34,171822,14411,83,171739,1,45249,31134,1,2724308105,300656,8.556736549668167e+18,66615,10102,1.9255619174558627,128,0.012048192771084338,0.26347538998130887,0.6880441988950277,0.058793402474654005,0.3183816738059616,11.922975504822706,0.045727962569631436
11274,19,10086,7186,1108,8978,33,16,44,28,7357913,1013308,5657153263938814.0,9472,9192,1.074052467946202,8,0.029783393501805054,0.0017821341055914458,0.8979591836734694,0.9113622843545509,1.3006387942328834,1.4035624826050654,16.712206678700362
5126,43,21206,8960,731,20475,15,375,389,14,822750,22161,578909986012860.0,14771,10546,1.3136984921058283,24,0.02051983584131327,0.018315018315018316,0.9974358974358974,0.4973120814863718,1.4212054030481402,2.3667410714285713,1.1203830369357044
25321,32,12260316,432771,34964,12225352,5975,1916187,234660,191,47650538845,105410763,9.224441960615152e+20,5230695,111999,2.4666563854140837,950,0.17089005834572704,0.156738799831694,0.12208128139043431,0.009135082652029523,0.0516568254735079,28.329800286987805,1.090285612300392
26,50,7894177,474810,26229,7867948,7280,1531056,1294744,5953,738610855877,71217030,2.7289550853959776e+21,2741125,70972,3.619335000087984,7779,0.2775553776354417,0.19459406696638057,0.8416522788259522,0.008990424207615309,0.2706570217405487,16.625970388155263,1.4263301135660733
294,52,19158,17367,39,19119,3,0,0,0,230249065,136027,5.9589367007711e+19,18973,346,1.0501619294788596,5,0.07692307692307693,0.0,0.0,0.018060340327800396,0.0038639286933557326,1.1031266194506824,inf
28608,18,2332109,188806,20414,2311695,1929,336897,202145,947,6909245598,68009216,1.739098120991457e+19,1030322,10938,2.4628130108166832,82,0.09449397472322915,0.14573592104494754,0.5966041567058018,0.004690175287690241,0.3972890036854878,12.351879707212694,0.6483917900658517
11036,2,29608,1278,855,28753,302,9760,9008,286,7248794,180667,1.4381734729382296e+16,8055,5347,3.715760694221328,44,0.3532163742690059,0.3394428407470525,0.8952494533889883,0.1805930829505539,0.5040277919457453,23.167449139280127,1.0405768862045826
20349,37,38983,26780,18,38965,0,21,20,0,382315072,188259,4.5784446528734945e+19,36009,9058,1.0634790442972957,7,0.0,0.0005389452072372642,0.9523809523809523,0.23235769437960135,0.008350326387806258,1.4556758775205376,0.0
8416,18,28998,9085,3796,25202,1,380,380,1,3937012,485955,2.7750806700576892e+16,11008,9978,2.2011032607563688,401,0.00026343519494204424,0.015078168399333387,0.9973753280839895,0.3440926960480033,0.14187018209882007,3.191854705558613,0.017471299428761574
9330,65,926033,301335,3777,922256,4,14928,12,0,9468104917,32252379,9.12328321156555e+19,840499,1812,1.0867790093713308,7,0.0010590415673815197,0.016186395100709565,0.0008036431824270024,0.001956733723312236,0.10377957909930187,3.073101365589792,0.06542788315695411
550,77,1917365,488741,391,1916974,0,72503,71100,0,102641731697,26923846,1.7755866888816692e+21,1593677,93586,1.142995658303712,56,0.0,0.03782158756456791,0.9806490765899342,0.04880969455476657,0.05780722075678974,3.9230696831246,0.0
12346,12,504721,111333,56438,448283,2222,10415,9592,351,169111792,19342390,1.915823809755793e+17,409392,326718,1.350689312124245,740,0.03937063680498955,0.023233091596156892,0.7590409116087679,0.6473239671026171,0.8827105662788292,4.533435728849487,1.694593104066359
7228,80,446429,235674,27825,418604,478,4803,2363,74,805077549,49844650,1.4178649850369516e+19,418850,62486,1.081448207246659,20,0.017178796046720575,0.011473851181546282,0.4474531338761598,0.1399685056302346,0.056780974034634085,1.8942649592233338,1.4972127296151196
13257,59,66373,45291,41,66332,0,66,64,0,1307922936,690193,1.4487212048093828e+20,61195,16198,1.0721305970238413,7,0.0,0.0009949948742688296,0.9696969696969697,0.24404501830563632,0.009028120328866804,1.4654787926961206,0.0
32,98,2133565,760141,20884,2112681,3147,53139,9393,713,7076575513,8048795,7.295265787460374e+20,1894061,36741,1.1687235421621738,431,0.15068952307986977,0.025152401143381325,0.16687986355399212,0.017220473714182602,0.009700229873959802,2.806801632854957,5.9910591525979475
16785,50,502891,210681,42018,460873,2748,5231,6997,2398,115680670,10043734,6.997687184434219e+18,427368,41764,1.1696483459102458,23,0.06540054262458946,0.011350198427766434,0.8769269331996491,0.08304781751910453,0.016531271969018872,2.3869784176076627,5.762061609830322
32127,7,2181166,68931,9151,2172015,426,212918,76039,57,6713154618,24781186,1.899328891744982e+19,1126451,3739,1.7735226758247187,221,0.046552289367282264,0.09802786813166575,0.35641499175041247,0.0017142207424836074,0.3534487706251013,31.642744193468832,0.4748883175216637
28852,16,3964951,205384,15800,3949151,1277,552603,149404,164,17040150633,73105410,2.15138008923914e+19,1960540,5127,1.8411218673340461,152,0.08082278481012659,0.1399295696720637,0.26974073806600707,0.0012930802927955478,0.7920567229487767,19.30506271179839,0.5775961792746261
404,12,13449,7940,1710,11739,4,195,10,0,10472138,1654858,1.9671551018578416e+17,10758,370,1.1714546496268647,17,0.0023391812865497076,0.016611295681063124,0.05025125628140704,0.02751133913302104,0.05323493805907725,1.6938287153652394,0.1408187134502924
41,43,30805,11171,7250,23555,543,9879,9149,442,2890928,697918,3746986861527456.0,14760,16296,1.9099099514597004,131,0.07489655172413794,0.41940140097643813,0.8778545384763001,0.529005031650706,0.7715340637254103,2.7575866081818994,0.17857964124527473
4382,84,141338,91966,60521,80817,912,743,368,133,20648078,6638057,3.820505543864089e+16,126484,25214,1.12810094031443,27,0.015069149551395383,0.009193610255268075,0.22235649546827796,0.17839505299353323,0.540454077685132,1.5368505752125785,1.639089447234348
6859,45,23128,8644,5342,17786,430,7589,7194,350,2184543,517220,2850949332682420.0,10721,12976,1.7507559883093886,142,0.08049419692998877,0.42668390869222983,0.897119341563786,0.5610515392597717,0.7662510781784371,2.675613142063859,0.188650650493712
27837,15,10093,9394,92,10001,0,31,29,0,37860065,225449,1.112519923112187e+19,9912,921,1.077686026086789,6,0.0,0.0030996900309969004,0.9354838709677419,0.09125136233032795,0.0034030909661455265,1.074409197360017,0.0
312,41,35550,21488,62,35488,0,91,42,0,422211660,308066,3.289838125574197e+18,32957,298,1.074523950053679,5,0.0,0.0025642470694319207,0.46153846153846156,0.008382559774964838,0.1283381260366142,1.6544117647058822,0.0
23133,38,611676,251627,356,611320,0,2460,2459,0,22614802,31832,4.3940551141192557e+17,567203,328879,1.0713467008375193,19,0.0,0.004024079042072891,0.9995934959349594,0.5376686350290023,0.05146681462263112,2.430883808176388,0.0
11599,37,43096,24504,66,43030,1,4431,2625,1,762386716,1073706,5.0564363663756646e+17,30189,3245,1.6286606539417412,28,0.015151515151515152,0.10297466883569603,0.592283393501805,0.0752970113235567,1.5077549894026667,1.7587332680378713,0.1471382751003604
3977,20,52794,28227,17379,35415,23,515,97,0,21564629,4157336,3.39216391556563e+17,42472,1342,1.2651359576346735,47,0.001323436331204327,0.014541860793449103,0.18029739776951673,0.025419555252490813,0.06357189551202505,1.8703369114677437,0.09100873333903155
2408,6,32280,6532,9,32271,0,128,128,0,14406754,71852,1.0424399985881902e+17,24393,4238,1.143684460893115,31,0.0,0.003966409469802609,1.0,0.13128872366790584,0.13820223724637892,4.941824862216779,0.0
3191,68,368147,131369,303,367844,1,5445,3108,0,16251703261,13080946,1.549981344490283e+20,244652,7536,1.7793243947927284,99,0.0033003300330033004,0.014802470612542274,0.570694087403599,0.02047008396102644,0.10485096042458775,2.8023886913959912,0.22295805338109567
3584,58,47054,39961,27,47027,0,12,0,0,283584519,151859,7.294442348709073e+19,46548,334,1.00847896083048,4,0.0,0.00025517256044400025,0.0,0.007098227568325753,0.003887679214439019,1.177498060609094,0.0
586,73,130339,94988,38,130301,0,131,116,0,991414280,358433,1.276300219803786e+20,121873,1683,1.0613640779247973,6,0.0,0.0010053645021910807,0.8854961832061069,0.01291248206599713,0.007767876747309631,1.3721627995115173,0.0
12751,65,2777736,535574,42263,2735473,2104,56970,4704,615,248258861575,548156291,1.1125123455749416e+22,2301761,25072,1.182956353831716,43,0.0497834985684878,0.020826379935024033,0.07962893997359244,0.009026055751878509,0.02231515565309982,5.186465362396233,2.3904057605693705
24556,9,66279,12058,1992,64287,349,179,323,258,96196227,2024015,5.050326719515705e+16,15056,4320,4.6106985884367155,93,0.17520080321285142,0.002784388756669311,0.6117424242424242,0.06517901597791155,1.9047525505285452,5.49668270028197,62.92253651477419
6606,53,466700,163268,907,465793,5,5553,2568,0,15992834585,15582053,1.576439795403348e+21,410984,1108,1.1220667846945727,18,0.005512679162072767,0.011921604661298045,0.4620367038503059,0.002374116134561817,0.010144906663503804,2.858490334909474,0.46241083467303445
19849,21,33424,23522,2,33422,0,274,221,0,210465081,11276,7.429344218270535e+19,32306,305,1.0598395439151755,32,0.0,0.008198192807133025,0.8065693430656934,0.0091251795117281,0.0028328890789905254,1.4209676047955107,0.0
27953,20,874055,158807,6215,867840,707,19401,19550,690,569535726,1922802,4.1444026724253527e+18,699895,683196,1.2517348194881104,44,0.11375703942075624,0.02235550331858407,0.9722498508056495,0.7816395993387144,0.137422873937754,5.5038820706895795,5.088547450693732
26795,25,10383701,295554,26851,10356850,3169,761740,764751,3161,178061345502,835416365,1.2115776345700516e+20,3323388,5937376,2.7804157418148314,45,0.11802167517038471,0.07354939001723497,0.9997934394810363,0.5717976663619263,1.469665173913416,35.13300784289842,1.6046587897293025
25333,4,23009,9882,1048,21961,1,838,811,1,4922469,242336,5.396059911646862e+16,19329,4064,1.1074801466834803,12,0.0009541984732824427,0.03815855379991804,0.966626936829559,0.17662653744187057,0.09122339411716568,2.3283748229103423,0.02500614877297819
20379,23,42608,10311,9974,32634,75,179,21,1,7411425,1772516,1.9276462576073462e+17,25156,1857,1.9064769306752662,150,0.007519550832163625,0.005485076913648342,0.08267716535433071,0.04358336462636125,0.03844805534600154,4.132285908253322,1.3709107366303226
824,45,23781,22016,39,23742,3,11,13,3,218715156,87764,3.038158263406884e+18,23458,229,1.0170795699327972,4,0.07692307692307693,0.00046331395838598264,0.9285714285714286,0.00962953618434885,0.07198938864848353,1.0801689680232558,166.02797202797206
22850,33,80274,59145,2,80272,0,66,50,0,85752561,2050,2.8522908244340204e+18,77286,2912,1.0404071830137829,8,0.0,0.0008222045046840741,0.7575757575757576,0.0362757555372848,0.030064452146816363,1.3572406796855185,0.0
166,84,37998,33514,2,37996,0,0,0,0,176932394,6358,6.522762611552631e+19,37740,615,1.0054554863237697,3,0.0,0.0,,0.016185062371703775,0.0027125376858975446,1.1337948320105031,NaN
27697,16,869729,15645,5180,864549,9,26905,25789,4,278551498,1676335,5.217300622058316e+18,145138,619803,5.311095437305971,82,0.0017374517374517374,0.031120271956823733,0.9582001932079959,0.7126392244020838,0.05338996507548506,55.59149888143177,0.05583022345891701
3578,38,10479,8578,1997,8482,40,3,0,0,136981288,23750751,4.274795080830336e+17,9713,8408,1.0637512475814985,7,0.020030045067601403,0.0003536901674133459,0.0,0.8023666380379807,0.32043942553941734,1.2216134297038936,56.63161408779837
7243,81,2570869,402599,19132,2551737,1174,292675,216327,313,2518355798,30272560,5.706417414336369e+18,1440783,646739,1.628127284142967,51,0.061363161195902155,0.11469638132769952,0.7361842306762997,0.2515643543097684,0.4413199412424816,6.385681534231332,0.5350052066645521
13403,42,28808,16793,79,28729,2,150,22,2,225766335,598681,2.471044267081462e+19,25765,13395,1.0871432831860672,6,0.02531645569620253,0.005221205054126493,0.14473684210526316,0.464975006942516,0.009136474728825941,1.7154766867147027,4.848776371308016
443,37,34589,22172,6392,28197,111,1036,729,19,34143684,5677761,5.220483375155035e+16,28647,7688,1.1720764631809693,12,0.017365456821026283,0.03674149732241019,0.6355710549258936,0.22226719477290469,0.6540329993673434,1.5600306693126467,0.4726387895583765
29025,10,34711,18880,459,34252,1,19,16,1,18512772,210702,3.810203300874994e+16,31975,3242,1.0706179770225457,10,0.002178649237472767,0.0005547121335980381,0.8,0.09339978681109734,0.4858736014361395,1.8385063559322035,3.9275312464166956
851,89,11071,10593,2,11069,0,0,0,0,13791005,2192,8.564669501381964e+18,11066,503,1.000311431579608,2,0.0,0.0,,0.045434016800650345,0.0016102203357379677,1.0451241385820824,NaN
3843,49,11821,11056,8,11813,0,0,0,0,12890028,7931,9.095798858813414e+18,11820,5581,1.0001236858379716,2,0.0,0.0,,0.4721258776753236,0.0014171408361245972,1.0691931982633864,NaN
27039,24,3373395,301907,24112,3349283,1930,109785,57734,985,4257504882,32328115,5.778476230826153e+18,2222276,16484,1.4551552218808361,34,0.08004313205043131,0.03277865740219623,0.5167972071789823,0.004886471937024866,0.7367867776781183,11.17362300311023,2.4419283275790384
21013,40,242744,98770,1089,241655,1,1053,838,1,397313510,464369,7.572135604559361e+18,189745,15177,1.184456316206901,18,0.0009182736455463728,0.004357451739049471,0.7950664136622391,0.06252265761460633,0.05247046946184748,2.4576693327933583,0.21073638918756765
25086,32,37123,24188,8420,28703,2,2616,30,2,117299201,34157216,3.1818745694935296e+18,31952,286,1.031055729387435,14,0.00023752969121140142,0.09114029892345747,0.01145912910618793,0.0077041187404035235,0.036864809859136254,1.534769307094427,0.0026061982900767795
11051,26,217815,89209,23864,193951,264,29,293,264,124154550,14604443,5.657954003606801e+17,195032,217815,1.1227330628550969,12,0.011062688568555145,0.0001495223020247382,1.0,1.0,0.2194336502574157,2.4416258449259605,73.98687967447721
2152,84,42945,31068,423,42522,3,335,81,1,24199891,237382,7.784324349865765e+17,40792,1573,1.0273771625661297,11,0.0070921985815602835,0.007878274775410376,0.23964497041420119,0.03662824543020142,0.03108797875363108,1.3822904596369254,0.9002222927913623
2018,20,1133937,161544,8569,1125368,122,50501,17853,67,4305338109,26792550,5.735625839435527e+19,833263,549538,1.5189689138608244,69,0.014237367254055316,0.044875098634402255,0.3526657843272821,0.4846283347311182,0.07506309214590802,7.019369335908483,0.3172665395133111
562,89,59220,38284,659,58561,1,400,168,0,60556276,222795,1.1987601216543442e+18,56783,3874,1.025761340081119,25,0.0015174506828528073,0.006830484452109766,0.41895261845386533,0.06541708882134414,0.05051575782853832,1.5468603071779334,0.22215857359635813
18310,1,370516,5287,1171,369345,498,110393,106275,435,7504219431,31891359,1.5467957016169843e+19,35381,91549,10.472174330855545,158,0.4252775405636208,0.2988885730143903,0.9583735379787359,0.2470851461205454,0.4851461264829779,70.08057499527142,1.422863163601592
