luid,usd,n,pnl,days,long_share
L1690,793.5586000000001,5,-67.26354,3,0.6
L1691,790.5844999999999,2,-36.728796,1,0.0
L1692,789.52912,1,-42.71088,1,1.0
L1693,788.89011,3,-43.70353,1,1.0
L1694,786.78969,4,-99.69269,1,0.0
L1695,784.2364,1,-36.068954,1,0.0
L1696,783.71574,3,-44.78409,1,0.0
L1697,783.3653999999999,1,-43.3458,1,1.0
L1698,783.0104,1,-38.3098,1,0.0
L1699,782.433,2,-43.2702,1,1.0
L1700,782.3990899999999,1,-317.236172,1,1.0
L1701,778.62382,3,-76.867317,3,1.0
L1702,778.19112,1,-38.23554,1,0.0
L1703,777.308,1,-89.03258,1,1.0
L1704,773.4737700000001,2,-42.73758,1,1.0
L1705,772.493,2,-37.733450000000005,1,0.0
L1706,770.9890700000001,2,-107.652761,2,1.0
L1707,768.5493,1,-42.4212,1,1.0
L1708,768.39285,1,-300.62565,1,1.0
L1709,766.9305,1,-42.4375,1,1.0
L1710,765.81904,1,-232.90176,1,1.0
L1711,764.014,1,-216.2101,1,1.0
L1712,763.7664,1,-88.2864,1,1.0
L1713,763.11312,1,-82.567254,1,1.0
L1714,762.6820000000001,1,-97.369025,1,0.0
L1715,760.39,1,-42.568,1,1.0
L1716,760.33964,4,-42.52066,1,1.0
L1717,760.1437000000001,1,-42.10272,1,1.0
L1718,758.4196099999999,2,-43.007799999999996,1,1.0
L1719,758.268,1,-80.835,1,1.0
L1720,757.7600000000001,1,-41.9944,1,1.0
L1721,756.5293999999999,1,-43.0974,1,1.0
L1722,753.47408,2,-180.50287600000001,2,1.0
L1723,753.063,1,-45.522531,1,1.0
L1724,752.7284999999999,1,-41.31441,1,1.0
L1725,752.5720099999999,2,-63.23001,1,1.0
L1726,752.1360000000001,1,-63.40224,1,1.0
L1727,751.74785,1,-171.261655,1,1.0
L1728,751.05834,1,-65.757276,1,1.0
L1729,750.6162,1,-41.22,1,1.0
L1730,749.39785,1,-105.23937,1,1.0
L1731,747.53496,1,-41.515575,1,1.0
L1732,746.2334900000001,6,-39.28991,4,0.8333333333333334
L1733,746.16,1,-107.173,1,1.0
L1734,743.32314,1,-47.42374,1,1.0
L1735,742.104,1,-41.514,1,1.0
L1736,739.6856399999999,2,-135.395688,1,1.0
L1737,739.05564,2,-40.28526,2,1.0
L1738,737.5766,1,-61.5636,1,1.0
L1739,736.76254,5,-40.77648,2,1.0
L1740,730.38108,1,-40.69494,1,1.0
L1741,729.36,1,-40.92,1,1.0
L1742,728.94588,2,-39.96892,2,1.0
L1743,728.826,1,-44.488,1,0.0
L1744,728.72113,2,-47.841743,2,1.0
L1745,728.2553399999999,2,-32.92398,1,0.0
L1746,726.29198,2,-74.43102,2,1.0
L1747,724.96775,1,-40.25749,1,1.0
L1748,724.22397,3,-40.630672,2,1.0
L1749,723.3012,1,-39.8524,1,1.0
L1750,720.9218999999999,4,-34.729459,4,0.25
L1751,720.6092,3,-73.30733599999999,2,1.0
L1752,720.51,1,-266.23,1,1.0
L1753,718.1866399999999,2,149.75009599999998,1,1.0
L1754,717.8634999999999,1,-39.3229,1,1.0
L1755,717.4993000000001,1,-39.5857,1,1.0
L1756,717.2199999999999,2,-44.284099999999995,1,1.0
L1757,709.94628,3,-36.90308,3,1.0
L1758,709.07,1,-40.01,1,1.0
L1759,708.2898,3,-39.45003,1,1.0
L1760,706.3201799999999,2,-32.560688,1,0.0
L1761,704.4256,1,-37.368192,1,1.0
L1762,702.108,2,-32.5116,1,0.0
L1763,701.32433,1,-39.05167,1,1.0
L1764,701.2714,2,-42.07065,2,0.5
L1765,700.5411,1,-38.621862,1,1.0
L1766,700.2700199999999,1,-27.979236,1,1.0
L1767,696.89798,1,-38.44,1,1.0
L1768,696.2541,2,-38.275059999999996,2,1.0
L1769,694.9902,2,-46.90347,1,1.0
L1770,693.6971,2,-39.0291,2,1.0
L1771,691.39917,1,-92.22714,1,1.0
L1772,685.1711,1,-60.2906,1,1.0
L1773,684.9477,1,-32.308137,1,0.0
L1774,684.3824000000001,1,-37.2476,1,1.0
L1775,684.04962,2,-71.44504,2,0.5
L1776,683.67667,4,-31.760607999999998,2,0.0
L1777,683.63296,3,-37.007376,2,0.3333333333333333
L1778,681.952,1,-125.89104,1,1.0
L1779,681.90792,3,-37.646814000000006,3,0.3333333333333333
L1780,679.7997,3,-23.676000000000002,2,1.0
L1781,679.32139,2,-72.32135,2,1.0
L1782,678.95217,4,-95.36113499999999,2,0.0
L1783,678.8279000000001,1,-106.578079,1,1.0
L1784,678.5904,1,-153.276672,1,1.0
L1785,678.433,1,-206.9844,1,0.0
L1786,677.50622,1,-32.23114,1,0.0
L1787,674.3657800000001,3,-71.18422,1,1.0
L1788,673.8167400000001,1,-397.57521,1,1.0
L1789,670.41862,2,-54.29138,1,1.0
L1790,668.9860400000001,2,-36.398275,1,1.0
L1791,666.7177,1,-87.5501,1,1.0
L1792,665.7484,1,-37.1998,1,1.0
L1793,665.04807,2,-30.443862000000003,2,0.0
L1794,664.6505,4,-34.26943,3,0.25
L1795,664.5147999999999,3,-36.001202,2,1.0
L1796,664.4352,1,-38.1264,1,1.0
L1797,664.08019,2,-79.335132,1,1.0
L1798,663.117,1,-36.63387,1,1.0
L1799,662.0435600000001,1,-115.126745,1,1.0
L1800,661.48296,1,-36.859248,1,1.0
L1801,660.06,2,-37.4784,1,1.0
L1802,658.665,1,-37.023,1,1.0
L1803,658.5828,4,-36.822028,2,1.0
L1804,655.69383,3,-36.22311,1,1.0
L1805,654.89872,1,-33.246945,1,0.0
L1806,654.8842999999999,1,-30.1687,1,0.0
L1807,654.3720000000001,1,-44.7534,1,1.0
L1808,653.9961999999999,3,-36.398900000000005,3,1.0
L1809,652.9357500000001,3,-35.241279,2,1.0
L1810,652.68405,2,-56.44395,1,1.0
L1811,652.5388800000001,1,-36.61623,1,1.0
L1812,651.9009,1,-120.511335,1,1.0
L1813,649.9075399999999,2,-35.76451,1,1.0
L1814,649.22112,1,-35.973816,1,1.0
L1815,645.2634,2,-34.55642,1,1.0
L1816,641.1992000000001,1,-29.5936,1,0.0
L1817,640.87407,1,-39.766941,1,1.0
L1818,640.4200000000001,1,-29.31555,1,0.0
L1819,634.533,1,-117.689,1,1.0
L1820,634.2006,1,-115.523292,1,1.0
L1821,632.78642,1,-35.79996,1,1.0
L1822,632.5761200000001,1,-116.46088,1,1.0
L1823,632.2714500000001,2,-35.45256,1,1.0
L1824,631.0071999999999,1,-35.197,1,1.0
L1825,629.97935,1,-35.2066,1,1.0
L1826,627.91146,1,-29.272698,1,0.0
L1827,626.62799,7,-34.300086,4,1.0
L1828,625.4741999999999,1,-34.5878,1,1.0
L1829,625.4637600000001,1,-34.18608,1,1.0
L1830,624.86312,1,-28.318346,1,0.0
L1831,623.91348,1,-28.134054,1,0.0
L1832,623.56531,1,-34.50854,1,1.0
L1833,620.375,1,-262.52625,1,1.0
L1834,618.3177400000001,2,-28.892850000000003,1,0.0
L1835,616.5936,4,-33.85871,3,1.0
L1836,615.3595,1,-34.008,1,1.0
L1837,615.03585,1,-93.0787,1,1.0
L1838,614.96388,2,-36.86076,1,1.0
L1839,614.4000000000001,2,-240.6,1,1.0
L1840,612.90456,1,-28.93494,1,0.0
L1841,610.536,1,-32.464,1,1.0
L1842,610.2558,1,-33.9031,1,1.0
L1843,608.1528000000001,1,-34.547616,1,1.0
L1844,607.6412700000001,4,-55.693264,4,1.0
L1845,606.6024,1,-65.537763,1,1.0
L1846,605.32989,5,-28.677588999999998,5,0.2
L1847,604.2,1,-184.38,1,0.0
L1848,603.6384,1,-58.769428,1,1.0
L1849,602.514,1,-35.0124,1,1.0
L1850,599.77088,2,-27.743949,2,0.0
L1851,598.22652,1,-107.63928,1,1.0
L1852,598.17297,4,-32.280018,2,1.0
L1853,596.666,1,-234.701852,1,1.0
L1854,593.85708,4,-32.367,3,1.0
L1855,592.5798000000001,1,-33.5886,1,1.0
L1856,590.427,1,-32.51094,1,1.0
L1857,590.1492000000001,1,-27.7608,1,0.0
L1858,584.6818000000001,4,-42.508894,2,1.0
L1859,581.5746600000001,1,-75.49437,1,0.0
L1860,581.3054000000001,1,-29.76542,1,1.0
L1861,580.82271,1,-105.69689,1,1.0
L1862,580.60037,1,-32.690904,1,1.0
L1863,580.33,1,-26.554355,1,0.0
L1864,579.10032,1,-32.06124,1,1.0
L1865,578.543,1,-119.6979,1,1.0
L1866,577.8849999999999,1,-163.8147,1,1.0
L1867,577.47456,1,-33.314944,1,1.0
L1868,576.8707999999999,2,-32.054646,2,1.0
L1869,576.1725299999999,1,-32.431752,1,1.0
L1870,574.62531,3,-26.601456,1,0.0
L1871,574.0495099999999,2,-26.26951,1,0.0
L1872,572.26652,5,-28.10827,3,0.2
L1873,571.8484199999999,1,-28.03086,1,1.0
L1874,571.16505,1,-26.0173,1,0.0
L1875,570.77568,1,-71.90388,1,0.0
L1876,570.2604,1,-71.69004,1,0.0
L1877,569.7336000000001,1,-30.9686,1,1.0
L1878,568.86643,2,-30.16299,2,1.0
L1879,568.8485000000001,4,-25.818707,1,0.0
L1880,568.0684,1,-30.916,1,1.0
L1881,567.23135,1,-50.7297,1,0.0
L1882,566.2956,3,-31.6116,1,1.0
L1883,565.74848,3,-30.55522,2,1.0
L1884,564.2601999999999,2,-48.10805,1,1.0
L1885,563.3275,1,1.37764,1,0.0
L1886,563.2584,2,-30.5176,1,1.0
L1887,557.95636,4,-28.042606,3,0.0
L1888,557.712,1,-126.288,1,1.0
L1889,554.8101,1,-29.8623,1,0.0
L1890,554.5618,1,-25.9844,1,0.0
L1891,553.0671199999999,2,-26.03424,1,0.0
L1892,552.41368,1,-24.83208,1,0.0
L1893,549.9131100000001,6,-30.214854,1,1.0
L1894,549.49776,1,-144.34121,1,1.0
L1895,549.3193,3,-77.088148,2,1.0
L1896,547.75419,2,-30.63561,2,0.5
L1897,547.27845,1,-30.5993,1,1.0
L1898,547.1188,3,-27.670816000000002,1,0.0
L1899,546.6396000000001,2,-26.829900000000002,1,0.0
L1900,546.57651,1,-29.071158,1,1.0
L1901,546.45425,1,-219.029025,1,1.0
L1902,546.44192,3,-81.58158,2,1.0
L1903,545.81554,2,-46.083866,2,1.0
L1904,544.8874900000001,1,-24.811451,1,0.0
L1905,543.456,1,-30.291008,1,1.0
L1906,540.69228,3,-30.022095999999998,2,1.0
L1907,535.55,1,-25.05,1,0.0
L1908,535.236,1,-24.02076,1,0.0
L1909,534.38039,1,-86.429936,1,1.0
L1910,532.3921399999999,6,-29.301865,6,1.0
L1911,531.64128,2,-25.143176,2,0.0
L1912,531.4884,1,-24.1635,1,0.0
L1913,530.05388,2,-24.925179999999997,2,0.0
L1914,526.5260000000001,1,-72.7458,1,1.0
L1915,526.194,1,-213.194916,1,1.0
L1916,526.1918000000001,1,-23.699942,1,0.0
L1917,525.8053600000001,3,-24.273359999999997,2,0.0
L1918,525.144,1,-29.464,1,1.0
L1919,523.428,1,-214.8408,1,1.0
L1920,522.7432200000001,1,-24.37167,1,0.0
L1921,520.50891,2,-70.357042,1,1.0
L1922,520.42841,2,-39.55092,2,1.0
L1923,520.326,1,-28.98507,1,1.0
L1924,520.3150999999999,1,2.93584,1,1.0
L1925,517.91196,1,-27.900912,1,1.0
L1926,517.7904000000001,2,-28.94102,2,1.0
L1927,517.58868,1,-96.47154,1,1.0
L1928,517.13051,2,-71.55476,2,1.0
L1929,516.45,1,-96.25,1,1.0
L1930,512.99259,1,-24.08934,1,0.0
L1931,511.42143000000004,1,-25.2152,1,1.0
L1932,510.6046,6,-27.893768,2,1.0
L1933,510.36427,3,-23.846161000000002,1,0.0
L1934,509.9484299999999,2,-23.40441,1,0.0
L1935,509.07347999999996,1,-28.70268,1,1.0
L1936,508.23882,1,-93.19347,1,1.0
L1937,507.22153,3,-25.50393,3,0.6666666666666666
L1938,506.72736000000003,1,-28.42504,1,1.0
L1939,506.1604,2,-41.547200000000004,2,1.0
L1940,505.61129999999997,1,-28.66743,1,1.0
L1941,504.88877,6,-27.786732999999998,6,1.0
L1942,502.584,1,-22.98264,1,0.0
L1943,501.64347,2,-27.8282,1,1.0
L1944,500.7861,2,-44.229352000000006,2,1.0
L1945,500.64000000000004,1,-54.00864,1,1.0
L1946,497.213,1,50.84319,1,1.0
L1947,497.1972099999999,3,-27.38344,1,1.0
L1948,496.44978000000003,1,-27.131497,1,1.0
L1949,495.99080000000004,2,-27.327612,2,1.0
L1950,494.91850999999997,3,-27.337391,2,1.0
L1951,494.5265,1,-150.1448,1,1.0
L1952,493.90000000000003,1,-28.3319,1,1.0
L1953,492.97068,1,-26.938032,1,1.0
L1954,488.64654999999993,2,-27.1836,2,1.0
L1955,488.21130000000005,1,11.3487,1,0.0
L1956,487.4438400000001,1,-198.32196,1,1.0
L1957,487.0454,1,-76.266204,1,1.0
L1958,486.97300000000007,1,-26.390396,1,1.0
L1959,485.809,1,-4.03194,1,0.0
L1960,485.68609000000004,2,-26.47501,1,1.0
L1961,485.244,1,-26.6976,1,1.0
L1962,482.81989999999996,2,-24.807446,1,1.0
L1963,482.71887,2,-26.68572,1,1.0
L1964,482.30172000000005,1,-37.93284,1,1.0
L1965,475.22639999999996,1,-169.092276,1,1.0
L1966,475.15515,1,-24.9813,1,1.0
L1967,474.94839,1,-25.63281,1,1.0
L1968,473.85378000000003,1,-27.36846,1,1.0
L1969,473.44259,3,-26.168788,2,1.0
L1970,473.37605,1,-26.42395,1,1.0
L1971,473.2756,1,-26.190836,1,1.0
L1972,473.043,2,-51.425850000000004,1,1.0
L1973,472.668,1,-26.166,1,1.0
L1974,472.41720000000004,1,-25.9652,1,1.0
L1975,470.82976,2,-25.976528000000002,1,1.0
L1976,470.77610000000004,1,-10.56998,1,1.0
L1977,470.47247999999996,1,-40.15432,1,1.0
L1978,470.4539,1,-25.6711,1,1.0
L1979,469.852,1,-26.0782,1,1.0
L1980,469.67,1,-26.25127,1,1.0
L1981,469.60122,5,-25.505560000000003,4,1.0
L1982,468.73088,2,-44.513220000000004,2,0.0
L1983,468.40617,1,-121.764006,1,1.0
L1984,468.36128,1,-26.384058,1,1.0
L1985,468.072,1,-31.372,1,1.0
L1986,467.043,1,-25.7757,1,1.0
L1987,466.767,1,-28.3836,1,1.0
L1988,466.63243,2,-80.36757,1,1.0
L1989,466.19568,1,-50.70904,1,0.0
L1990,465.1637,1,-25.7513,1,1.0
L1991,464.88,1,-26.182,1,1.0
L1992,464.57207999999997,1,-20.922552,1,0.0
L1993,464.56125000000003,1,-121.5309,1,1.0
L1994,462.85176,1,-36.57352,1,1.0
L1995,462.61487999999997,2,-25.40582,1,1.0
L1996,460.7642599999999,1,-25.757992,1,1.0
L1997,460.04600000000005,1,-62.1736,1,1.0
L1998,459.94614,3,-25.93036,3,1.0
L1999,459.775,1,-31.82,1,1.0
L2000,459.11404000000005,1,-86.25276,1,1.0
L2001,456.80121,2,-25.911839999999998,2,1.0
L2002,454.938,1,-20.5326,1,0.0
L2003,454.57574999999997,2,-31.831850000000003,2,0.5
L2004,452.89214,1,-47.08786,1,1.0
L2005,452.405,1,-63.895,1,1.0
L2006,452.0484,1,-45.4914,1,0.0
L2007,451.73436,1,-24.68004,1,1.0
L2008,451.483,1,-82.458,1,1.0
L2009,449.12635,1,-24.67365,1,1.0
L2010,449.03647,4,-25.17953,1,1.0
L2011,448.2254,1,-20.696004,1,0.0
L2012,447.925,1,-32.175,1,1.0
L2013,447.7592000000001,1,-21.39032,1,0.0
L2014,447.66085000000004,1,-59.2501,1,0.0
L2015,447.6,1,-24.4,1,1.0
L2016,447.35886000000005,2,-80.79216600000001,1,1.0
L2017,446.4734000000001,1,-24.306214,1,1.0
L2018,443.63620000000003,1,-23.89716,1,1.0
L2019,443.586,1,-61.15593,1,1.0
L2020,443.058,1,-23.6736,1,1.0
L2021,442.86,1,-147.03678,1,1.0
L2022,442.7132,1,-24.0948,1,1.0
L2023,442.56206999999995,1,-81.54423,1,1.0
L2024,442.35696,2,-24.382573,2,1.0
L2025,441.9765,1,-21.39372,1,0.0
L2026,440.38767,2,-38.60769,2,0.5
L2027,439.74152999999995,1,-77.85117,1,1.0
L2028,438.84636,1,-81.09,1,1.0
L2029,438.18845,1,-60.7624,1,1.0
L2030,436.7754,1,-81.1573,1,1.0
L2031,436.338,1,-52.542,1,1.0
L2032,434.24,1,-81.722,1,1.0
L2033,434.03849999999994,1,-132.255018,1,0.0
L2034,431.46599999999995,1,-79.8,1,1.0
L2035,430.95366,10,-20.034216,1,0.0
L2036,429.72397,2,-19.96416,1,0.0
L2037,429.18661999999995,2,-23.6985,2,1.0
L2038,428.1095,1,-19.94265,1,0.0
L2039,427.5501,1,-26.9382,1,1.0
L2040,425.3553,3,-28.632599999999996,1,1.0
L2041,425.26218,1,-174.57552,1,1.0
L2042,425.14527999999996,3,-23.594693000000003,1,1.0
L2043,424.74993000000006,1,-23.37126,1,1.0
L2044,424.64916000000005,6,-21.909126,1,1.0
L2045,424.20304000000004,1,-23.245312,1,1.0
L2046,423.23319999999995,1,-78.2417,1,1.0
L2047,422.51,1,-77.02332,1,1.0
L2048,422.36225,1,-44.38041,1,1.0
L2049,422.307,1,-19.8891,1,0.0
L2050,421.933,1,-77.8502,1,1.0
L2051,421.37151,1,-77.36329,1,1.0
L2052,421.2760099999999,1,-78.65673,1,1.0
L2053,420.6585,1,-78.2133,1,1.0
L2054,420.61859999999996,1,-23.909625,1,1.0
L2055,419.56507999999997,1,-77.322872,1,1.0
L2056,419.2862399999999,1,-140.93216,1,1.0
L2057,418.81003999999996,1,-7.772556,1,0.0
L2058,418.72319999999996,1,-46.812096,1,0.0
L2059,415.998,3,-63.44297,2,0.3333333333333333
L2060,415.09,1,-75.4784,1,1.0
L2061,414.897,1,-18.90945,1,0.0
L2062,414.06,1,-11.299615,1,1.0
L2063,412.36238,1,-44.73095,1,1.0
L2064,410.67190000000005,2,-22.749208,2,1.0
L2065,410.3105,2,-37.20604,2,1.0
L2066,409.8252,2,-23.848399999999998,1,1.0
L2067,408.87203999999997,4,-20.10372,4,0.25
L2068,408.672,1,-18.65952,1,0.0
L2069,407.34533000000005,1,-22.08682,1,1.0
L2070,406.54799999999994,2,-18.6642,1,0.0
L2071,405.65426,2,-33.66308,2,1.0
L2072,405.15420000000006,1,-22.5998,1,1.0
L2073,403.2,1,38.973696,1,0.0
L2074,402.7962,3,-22.409838,2,1.0
L2075,401.67159999999996,1,-22.93192,1,1.0
L2076,399.83186,3,-29.34222,2,0.0
L2077,398.79239,4,-21.55545,2,1.0
L2078,398.04,1,-26.755885,1,1.0
L2079,396.25314000000003,2,-21.489196,1,1.0
L2080,395.99840000000006,1,-21.8344,1,1.0
L2081,395.31226,2,-25.078424,1,0.0
L2082,395.12088,1,-72.27792,1,1.0
L2083,394.37958000000003,1,40.510869,1,1.0
L2084,394.35488,4,-21.70211,3,1.0
L2085,393.71395,2,-48.46703,2,1.0
L2086,392.63568,1,-20.47782,1,1.0
L2087,391.30216999999993,3,-21.700017,3,1.0
L2088,390.71569999999997,1,-17.19777,1,1.0
L2089,389.7193,1,-106.2717,1,1.0
L2090,385.81557000000004,1,-146.652025,1,1.0
L2091,383.32255999999995,1,-18.05356,1,0.0
L2092,382.54635,2,-21.258394,1,1.0
L2093,382.0558,2,-21.215264,1,1.0
L2094,380.95969999999994,1,-81.4178,1,0.0
L2095,380.83164,2,-21.05948,2,1.0
L2096,380.64,1,-31.0368,1,0.0
L2097,380.42940000000004,1,-20.3184,1,1.0
L2098,380.3193,1,-24.722919,1,1.0
L2099,380.28276000000005,1,-62.17848,1,0.0
L2100,380.12332,1,-31.19298,1,0.0
L2101,379.79619999999994,3,-52.18172,1,1.0
L2102,379.0116,1,-20.63919,1,1.0
L2103,378.9576,1,-20.886103,1,1.0
L2104,378.79808,1,-21.04576,1,1.0
L2105,378.553,2,4.00606,1,1.0
L2106,378.46815,1,-41.24765,1,1.0
L2107,377.12148999999994,1,-69.8382,1,1.0
L2108,376.68800000000005,1,-19.072,1,0.0
L2109,376.6662,2,-22.1071,2,1.0
L2110,376.60155000000003,1,-39.08484,1,1.0
L2111,376.42856,1,-20.59848,1,1.0
L2112,375.23370000000006,4,-20.52713,3,1.0
L2113,374.27299999999997,1,-17.27488,1,0.0
L2114,374.09138,1,-20.33928,1,1.0
L2115,373.39259999999996,1,-71.77884,1,1.0
L2116,373.3373,1,-20.43804,1,1.0
L2117,373.318,1,-149.75501,1,1.0
L2118,372.6432,1,-20.9646,1,1.0
L2119,372.18240000000003,2,-17.203236,2,0.0
L2120,371.46635,1,-20.2148,1,1.0
L2121,371.42,1,-21.205,1,1.0
L2122,371.37809999999996,1,-20.855,1,1.0
L2123,369.96959999999996,1,-16.9104,1,0.0
L2124,368.44236,1,-31.39084,1,1.0
L2125,367.96692,1,-31.54548,1,1.0
L2126,367.27,1,-19.98,1,1.0
L2127,366.63588,1,-31.64148,1,1.0
L2128,366.253,1,-35.79587,1,1.0
L2129,366.0909,2,-20.045045000000002,2,1.0
L2130,365.93078,2,-18.552799999999998,2,0.5
L2131,365.365,1,-16.2778,1,0.0
L2132,363.84194,2,-58.39196,2,1.0
L2133,363.6856,2,-54.010256,2,1.0
L2134,361.77160000000003,1,-44.1738,1,1.0
L2135,360.70488,1,-19.25442,1,1.0
L2136,360.26466,1,-20.29038,1,1.0
L2137,359.1513,2,-17.40267,1,1.0
L2138,357.68003999999996,2,-41.816744,2,0.5
L2139,356.76147999999995,2,-19.69324,2,1.0
L2140,354.2154,1,-44.5434,1,1.0
L2141,354.02630999999997,1,-19.37881,1,1.0
L2142,354.00347999999997,1,-86.43979,1,1.0
L2143,352.28304,1,-37.60992,1,1.0
L2144,352.27449,1,-16.43976,1,0.0
L2145,351.52924,1,-19.22576,1,1.0
L2146,350.5,1,-20.34,1,1.0
L2147,348.72416,2,-15.954644,2,0.0
L2148,346.71099000000004,2,-19.3761,2,1.0
L2149,345.72069999999997,1,-32.93249,1,1.0
L2150,345.6195,1,-21.21153,1,1.0
L2151,345.54470999999995,1,-29.24866,1,1.0
L2152,345.50564,4,-17.96259,4,0.5
L2153,345.28952,1,-64.22851,1,1.0
L2154,344.8643,1,-37.25821,1,1.0
L2155,344.76274,2,-57.920519999999996,2,1.0
L2156,344.71709999999996,1,-19.163715,1,1.0
L2157,344.38645,3,-19.15875,2,1.0
L2158,344.1655,1,-19.1345,1,1.0
L2159,344.12311,3,-16.12316,1,0.0
L2160,342.4756,1,-97.421372,1,0.0
L2161,341.69440000000003,1,-18.960188,1,1.0
L2162,340.12431,4,-24.222464,4,0.5
L2163,338.80186000000003,1,-18.787668,1,1.0
L2164,338.34704999999997,1,-18.361533,1,1.0
L2165,338.306,1,-34.27192,1,0.0
L2166,337.7416,2,-18.007199999999997,1,1.0
L2167,335.53723,2,-16.47235,2,0.5
L2168,335.0638,2,-35.8802,1,1.0
L2169,333.29439,1,-19.11013,1,1.0
L2170,332.51475999999997,2,-18.5815,2,1.0
L2171,332.079,1,-18.8848,1,1.0
L2172,332.0145,1,-18.414545,1,1.0
L2173,331.61400000000003,1,-18.26725,1,1.0
L2174,331.40250000000003,1,-16.09075,1,0.0
L2175,331.38267,1,-61.65393,1,1.0
L2176,330.752,1,-19.684,1,0.0
L2177,330.23231000000004,8,-22.245926,8,1.0
L2178,329.52000000000004,1,-18.36,1,1.0
L2179,328.79273,1,-17.891349,1,1.0
L2180,326.8516,1,-17.6128,1,1.0
L2181,326.74703,2,-19.656978,2,1.0
L2182,325.31974,3,-15.232510000000001,1,0.0
L2183,324.1133,1,-59.58891,1,1.0
L2184,320.943,1,-17.487,1,1.0
L2185,320.90119000000004,1,-14.85859,1,0.0
L2186,320.1084,2,-18.83089,2,1.0
L2187,319.4433,1,-3.6531,1,0.0
L2188,318.9065,4,-23.1589,4,1.0
L2189,318.74399999999997,1,-44.172,1,1.0
L2190,318.4655,2,-27.824568,2,0.5
L2191,318.3365,6,-16.95033,4,0.8333333333333334
L2192,317.95799,2,-11.32919,2,1.0
L2193,317.02272000000005,1,-81.30048,1,1.0
L2194,316.57500000000005,2,-17.325,1,1.0
L2195,316.32452,2,-17.78935,2,0.5
L2196,315.71130999999997,1,-16.07609,1,1.0
L2197,315.39156,1,-17.11286,1,1.0
L2198,314.95776,2,-17.501523,2,1.0
L2199,314.6706,1,-17.55132,1,1.0
L2200,314.65636,1,-15.372948,1,0.0
L2201,314.52299999999997,1,-14.16236,1,0.0
L2202,314.39404,1,-14.633232,1,0.0
L2203,314.38253000000003,1,-14.49903,1,0.0
L2204,313.4295,1,-17.650884,1,1.0
L2205,311.77456,1,-14.09672,1,0.0
L2206,311.73299999999995,1,-17.841,1,1.0
L2207,310.437,1,-17.1666,1,1.0
L2208,310.35,1,-14.25375,1,0.0
L2209,310.27,1,-16.26184,1,1.0
L2210,309.62624,1,-29.219168,1,1.0
L2211,308.633,1,-13.959725,1,0.0
L2212,306.69274,1,-78.57708,1,1.0
L2213,305.30159000000003,3,-17.414659999999998,2,1.0
L2214,304.03053,1,-122.827767,1,1.0
L2215,303.962,1,-70.813,1,1.0
L2216,303.215,1,-17.0456,1,1.0
L2217,302.28601,1,-16.587435,1,1.0
L2218,302.19536999999997,3,-16.72625,2,1.0
L2219,302.14215,1,-13.8287,1,0.0
L2220,301.09986000000004,1,-77.591313,1,1.0
L2221,300.63755000000003,2,-16.143909999999998,2,1.0
L2222,300.41604,1,-15.54876,1,1.0
L2223,299.7324,1,-33.73524,1,0.0
L2224,299.12149999999997,7,-16.4903,7,1.0
L2225,298.89856,3,-24.78639,1,1.0
L2226,296.53286,1,-2.317208,1,1.0
L2227,296.0208,2,-17.88198,1,0.0
L2228,295.81953,8,-16.202548,7,0.875
L2229,295.24890000000005,1,-16.7366,1,1.0
L2230,295.204,1,-13.804,1,0.0
L2231,294.85126,3,-14.071428000000001,2,0.0
L2232,294.56960000000004,1,-13.57668,1,0.0
L2233,294.3,1,-16.7888,1,1.0
L2234,294.2055,1,-16.6625,1,1.0
L2235,294.0201,1,-54.718444,1,1.0
L2236,291.0645,2,-15.9691,1,1.0
L2237,290.5308,1,-13.4932,1,0.0
L2238,289.97424,1,-30.54456,1,1.0
L2239,289.8476,2,-16.3346,2,1.0
L2240,288.68307999999996,5,-35.42438,4,0.2
L2241,288.25919999999996,1,-16.7616,1,1.0
L2242,286.2031,1,-17.1272,1,1.0
L2243,285.3461,2,-15.428099999999999,2,0.5
L2244,285.30216,3,-15.951757,3,1.0
L2245,285.10405,2,-15.592500000000001,1,1.0
L2246,284.44535999999994,1,-14.94504,1,1.0
L2247,283.97655,1,-15.39945,1,1.0
L2248,283.89124,1,-26.62616,1,0.0
L2249,283.6936,1,-15.56149,1,1.0
L2250,283.65600000000006,1,-15.7675,1,1.0
L2251,283.57680000000005,2,-15.982,1,1.0
L2252,283.44943,2,-15.80075,2,1.0
L2253,283.43159999999995,1,-15.6672,1,1.0
L2254,282.7146,2,-15.6704,2,1.0
L2255,282.5487,1,-26.9745,1,1.0
L2256,282.08763000000005,1,-61.84356,1,0.0
L2257,281.97792,1,-15.23808,1,1.0
L2258,281.85974,1,-15.56031,1,1.0
L2259,281.12098000000003,3,-15.52968,2,1.0
L2260,281.05537,1,-15.33963,1,1.0
L2261,280.09869000000003,8,-16.024624,5,1.0
L2262,278.87055,1,-15.259489,1,1.0
L2263,276.567,1,-18.6318,1,1.0
L2264,276.0415,1,-23.2505,1,1.0
L2265,275.73662,7,-16.10477,7,0.7142857142857143
L2266,275.1694,1,-15.1525,1,1.0
L2267,274.32,1,-22.464,1,1.0
L2268,273.44961,1,-40.56939,1,1.0
L2269,273.02658,1,-12.30984,1,0.0
L2270,272.73984,1,-38.15808,1,1.0
L2271,272.64720000000005,1,-12.79236,1,0.0
