coin,sfx,size_unit,size_usd,lat_ms,n_days,pairs_day,ev_pair_bp,ev_pair_nw,se_pair,t_pair,day_bp,se_day_bp,t_day,day_usd,se_day_usd,t_usd,worst_day_bp,best_day_bp,p_day_pos,p_off_60s,t_off_med,forced_rate
xyz:AMD,_q1_sz2.00363,2.00363,1000.00171485,0,99,235.05050505050505,-1.5516524778264353,-1.6630644565623771,0.3256413231867146,-5.107043664752638,-369.01600070663216,54.2606699259692,-6.800800675887358,-36.910511441001866,5.655406383263584,-6.5265887081489975,-1614.6237403791297,770.7476370247201,0.1919191919191919,0.3668707028598178,90.86,0.0014589769996567112
xyz:AMD,_q1_sz2.00363_lat130,2.00363,1000.00171485,130,99,192.68686868686868,-1.950648607612252,-1.9818229197301283,0.32151719882717916,-6.163971715850233,-379.79063318206136,48.65958914847222,-7.805052196869725,-37.93467200684853,5.086193110280567,-7.458362508920933,-1638.5510258060758,627.2496254891803,0.13131313131313133,0.321614082252671,119.346,0.0017791732077446364
xyz:AMD,_q1_sz20.0363,20.0363,10000.017148500001,0,99,48.323232323232325,-2.873699063029767,-4.433891071926577,1.3915408439426866,-3.1863175926363216,-146.273653551652,45.61937316909217,-3.2063933235004343,-138.76349707427462,44.869989323164766,-3.0925680876557733,-1315.9578114542658,749.6009263957282,0.3333333333333333,0.17215396083806211,470.421,0.007262917617763021
xyz:AMD,_q1_sz20.0363_lat130,20.0363,10000.017148500001,130,98,37.4040404040404,-4.662648118889404,-6.60236558644751,1.3319896011589922,-4.956769617947957,-182.93739630341213,31.128060442766692,-5.87692884494902,-178.7484102313051,29.606162102788357,-6.03754075285801,-1559.8190701361732,488.655523836861,0.3333333333333333,0.13171922059067873,698.425,0.009628242845680663
xyz:AMD,_q1_sz200.363,200.363,100000.171485,0,67,2.919191919191919,-15.765080086017822,-10.332121893425962,23.54772746045521,-0.43877363158619753,-10.456846168660615,28.9084448293301,-0.36172288860213075,-111.33231209067618,265.36238234945836,-0.41954820839700463,-872.3411274431893,1299.7640667925214,0.35353535353535354,0.06713793803346042,5297.796,0.07814992025518341
xyz:AMD,_q1_sz200.363_lat130,200.363,100000.171485,130,65,2.242424242424242,-28.315675758908807,-15.837316709477086,26.037583556581843,-0.6082483297676712,-39.05291829896247,23.57715129470619,-1.6563883316866643,-389.3502789014463,217.90685821396968,-1.7867738633500505,-854.4022261038589,1021.0717165981127,0.32323232323232326,0.06161227661227661,6938.6055,0.09387755102040816
xyz:KIOXIA,_q1,0.0,0.0,0,47,1043.1063829787233,1.9764643178579095,1.7413041231140347,0.5204639782664582,3.3456765421382375,2043.709683420402,862.9136481749779,2.368382615969457,NaN,NaN,NaN,-8110.032054824608,14068.729380109859,0.6595744680851063,0.682102100857862,25.9115,0.0003568260829671618
xyz:KIOXIA,_q1_lat130,0.0,0.0,130,47,916.6595744680851,1.2468852554972936,1.1717681963290518,0.572072789640627,2.0482851440376146,1125.178674730347,593.1665620285864,1.8969017250101183,NaN,NaN,NaN,-8898.994288377695,10991.41311994924,0.6170212765957447,0.6659747379142422,27.488,0.0004292194007169124
xyz:KIOXIA,_q1_lat65,0.0,0.0,65,47,990.531914893617,1.6635547748395179,1.489107705138371,0.5285629591901946,2.817275935150311,1629.5163591249154,717.4430222234395,2.2712833056412682,NaN,NaN,NaN,-8522.219090101733,12203.697856392226,0.6382978723404256,0.6768729882580395,26.496,0.0003864900264101518
xyz:KIOXIA,_q1_sz0.298361,0.298361,100.00016456499999,0,47,467.72340425531917,-1.4763971336255042,-2.16898585687233,0.8774396718915646,-2.471948700696972,-711.8498623310849,279.10921232969224,-2.5504348508935144,-7.175873740123985,2.468165261137298,-2.9073716631184725,-7324.116811590313,7800.1629738355205,0.3829787234042553,0.5192319679391793,53.862,0.0007954364673530147
