feat,x_form,y_kind,day_type,hor,sample,n,beta,r,r2,t
churn_cnt|全窓,log1p,符号つき,立会日,前向き|5m,sub,19189.0,-0.000030014751946320945,-0.011288526525225424,0.000127430831110718,-1.5637541259958465
churn_imb|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|10s,sub,578773.0,-4.681181696811342e-6,-0.005612015985127928,0.00003149472341733138,-4.269520661408826
churn_top|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|5m,full,26690832.0,0.000020449409596254436,0.005732746186599995,0.000032864378839976787,29.617670021730763
churn_top|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|5s,full,44157169.0,-1.2515247937153531e-8,-0.001841693595243786,3.3918352987619826e-6,-12.238232949811035
churn_imb|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|5s,sub,880645.0,0.00005071724484627701,0.07343023853639387,0.0053919999315117035,69.09536392778351
churn_top|全窓,生,符号つき,全日,後ろ向き(帰無対照)|2s,sub,4233435.0,-9.24538843036874e-9,-0.0015952516546858015,2.5448278417777874e-6,-3.282283592426536
churn_top|動いた窓,生,絶対値,全日,前向き|2m,sub,44953.0,3.8170087497127625e-6,0.12628910805400406,0.015948938813075915,26.99148368511926
churn_cnt|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|500ms,full,11141655.0,0.00003245483255282764,0.02019795694142336,0.00040795746460759206,67.43274845082051
churn_bid|全窓,生,符号つき,閉場日,前向き|1m,full,26765232.0,1.0257190572625279e-7,0.004562584655065377,0.000020817178734638042,23.604833739502215
churn_bid|動いた窓,log1p,絶対値,全日,前向き|2s,sub,2762695.0,0.000026940902541001428,0.2074067435083877,0.04301755725275412,352.4010561287184
churn_bid|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|1s,full,57887251.0,0.000023063224198732475,0.22851089535529676,0.05221722929607939,1785.8458242174759
churn_total|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|2m,sub,44962.0,0.00024547078262592193,0.2836859574218459,0.08047772243834936,62.72921634785452
churn_deep|動いた窓,生,符号つき,全日,前向き|5m,full,55115938.0,1.515140663794574e-8,0.0027856269380680137,7.759717438090178e-6,20.68060464370671
churn_total|動いた窓,log1p,絶対値,立会日,前向き|100ms,sub,44159656.0,3.8443724072397175e-6,0.14076085756446874,0.019813619022284658,944.8011278088195
churn_total|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|5s,full,84666853.0,0.00004712316866915267,0.13976994990825053,0.019535638897354865,1298.8368662851478
churn_cnt|動いた窓,生,絶対値,全日,前向き|5m,full,55115938.0,0.000016667329820013648,0.20511728565704734,0.04207310087531476,1555.8748835633946
churn_deep|動いた窓,生,符号つき,閉場日,前向き|2m,sub,8758.0,1.2299904338330718e-7,0.021410869529056083,0.00045842533399026225,2.0039493942998376
churn_bid|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|100ms,sub,44159685.0,-2.3826147470124997e-9,-0.011310895811423825,0.00012793636405688502,-75.16882443165153
churn_top|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|2s,sub,2894293.0,-4.788034651290539e-7,-0.0019505570183077617,3.8046726816696656e-6,-3.3184140484680595
churn_top|動いた窓,生,符号つき,立会日,前向き|30s,sub,145748.0,-9.945480017114281e-8,-0.00590424553026457,0.00003486011528164915,-2.2540850655157043
churn_ask|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|2m,full,57807521.0,-1.2482296228983885e-7,-0.01923049908367726,0.000369812095007312,-146.2389429891583
churn_imb|全窓,生,絶対値,閉場日,前向き|2s,full,26783212.0,-1.5324979269319853e-6,-0.0005909004332348625,3.4916332199714816e-7,-3.05805785468884
churn_deep|全窓,生,絶対値,全日,前向き|10s,full,84661953.0,1.9958331039466045e-7,0.12019518334315452,0.01444688209889453,1114.0153688104763
churn_bid|全窓,生,絶対値,閉場日,前向き|5m,sub,8872.0,1.3796130304903365e-6,0.08007167384873755,0.006411472952938601,7.5654964730019705
churn_deep|全窓,log1p,絶対値,全日,前向き|2s,full,84669793.0,0.000024391647846768023,0.07537271152147104,0.005681045642098893,695.5294506561855
churn_top|全窓,生,符号つき,立会日,前向き|1m,sub,96373.0,-1.8124369496044474e-7,-0.006631028331403343,0.000043970536731873804,-2.058560401847031
churn_total|全窓,生,絶対値,立会日,前向き|2m,sub,48133.0,5.122574427724006e-7,0.1735209124973966,0.030109507073929166,38.654754036733245
churn_cnt|全窓,log1p,絶対値,立会日,前向き|1s,full,57887251.0,0.00002806332839772564,0.16970678643757944,0.0288003933629702,1310.1964437141319
churn_deep|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|5s,sub,216967.0,1.155597735614724e-8,0.008524624229477544,0.00007266921825379562,3.9708717901475112
churn_imb|全窓,生,絶対値,全日,後ろ向き(帰無対照)|1s,full,84670773.0,-5.751212758156075e-7,-0.0004119684052517673,1.6971796692568434e-7,-3.7907985373827815
churn_deep|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|500ms,full,44159466.0,0.000019648091411549166,0.2399081876076526,0.05755593848118863,1642.211826584802
churn_top|動いた窓,log1p,絶対値,立会日,前向き|5m,sub,14401.0,0.00029627238749470856,0.15691856961005243,0.02462343748846487,19.065769960278338
churn_ask|全窓,log1p,符号つき,立会日,前向き|2s,sub,2894293.0,-6.025001802923699e-7,-0.003927257901585606,0.000015423354625566574,-6.681344549322801
churn_imb|動いた窓,生,絶対値,閉場日,前向き|200ms,full,11141717.0,-2.030927968626097e-7,-0.00020271668868543073,4.109405587158584e-8,-0.6766522574635657
churn_deep|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|2m,full,44092085.0,0.00021865972443742268,0.23650208562509564,0.05593323650502007,1616.270063329729
churn_bid|全窓,log1p,符号つき,立会日,前向き|500ms,full,57887586.0,1.0224205639336834e-7,0.0013712867752956256,1.8804274201006758e-6,10.433293100851936
churn_total|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|1s,full,57887251.0,8.103510394883833e-8,0.22827158887878435,0.05210791828924474,1783.8727422731988
churn_ask|全窓,生,符号つき,閉場日,前向き|30s,full,26774532.0,9.714001903650352e-8,0.004731126830447836,0.000022383561085783387,24.48106906929031
churn_total|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|500ms,full,11141655.0,1.1561070515078213e-7,0.01558921389239558,0.00024302358978285936,52.04173997225805
churn_cnt|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|2s,sub,2210194.0,-2.417314119851888e-8,-0.0024325815544837936,5.917453019214789e-6,-3.616460246779783
churn_imb|動いた窓,生,符号つき,全日,前向き|30s,full,55282314.0,8.641044345216854e-6,0.004556678463675133,0.00002076331862132077,33.88020206153128
churn_deep|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|100ms,sub,26783801.0,2.962020546001925e-6,0.011283682482440138,0.00012732149036452645,58.400234994225265
churn_imb|全窓,生,符号つき,立会日,前向き|2m,sub,48133.0,0.000011798723362618222,0.003032719728032838,9.197388948799572e-6,0.665344721950895
churn_top|動いた窓,生,符号つき,閉場日,前向き|500ms,sub,2254876.0,3.117834477826585e-6,0.03868852053481603,0.0014968016211728814,58.13913041524969
churn_cnt|動いた窓,生,絶対値,閉場日,前向き|500ms,full,11141654.0,1.7529578668594475e-6,0.019770048104534473,0.0003908548020556071,66.0035675900725
churn_cnt|動いた窓,生,絶対値,閉場日,前向き|10s,full,11139986.0,4.107013489111269e-6,0.03539592889618752,0.0012528717824239627,118.21370411979386
churn_top|全窓,生,絶対値,閉場日,前向き|1s,full,26783522.0,6.840294567432632e-6,0.043171195644756036,0.0018637521333978026,223.631506596046
churn_imb|動いた窓,生,絶対値,閉場日,前向き|5s,sub,216968.0,2.0379356036269257e-7,0.0009028454436368115,8.15129895095751e-7,0.42054205138088774
churn_top|動いた窓,log1p,絶対値,全日,前向き|1m,sub,90008.0,0.00016919189200683928,0.20382173512657528,0.041543299710007815,62.45971183663875
churn_ask|動いた窓,log1p,符号つき,閉場日,前向き|200ms,sub,5609615.0,1.7409920019023938e-7,0.00045280290073290014,2.0503046691212862e-7,1.072446645945829
churn_bid|動いた窓,生,符号つき,立会日,前向き|5s,full,44157270.0,-8.84749538705578e-9,-0.0074204745048860625,0.000055063441877664055,-49.31110474767915
churn_deep|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|10s,full,44154180.0,-1.7009633440850373e-9,-0.0017398176479353977,3.0269654480674594e-6,-11.560863971112896
churn_top|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|2s,full,11141447.0,0.000050685256433839326,0.019458974461004242,0.00037865168707401533,64.9640283454282
churn_cnt|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|200ms,sub,42335759.0,0.00001556573594494434,0.06170934418872764,0.0038080431602028533,402.2842970004736
churn_total|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|5m,sub,17885.0,-1.595642169109181e-8,-0.0025589617339459737,6.548285155799784e-6,-0.342204252267439
churn_total|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|5s,sub,535623.0,9.949246828733415e-9,0.006430661406531102,0.000041353406125448574,4.7064496967374
churn_deep|動いた窓,log1p,絶対値,閉場日,前向き|100ms,full,11141737.0,1.4013928677381199e-6,0.005367234287899936,0.000028807203901208733,17.915676885037144
churn_ask|全窓,生,絶対値,全日,前向き|5m,sub,28061.0,1.848584125842441e-6,0.19797521260712886,0.039194184806837874,33.83211131749882
churn_imb|動いた窓,生,符号つき,立会日,前向き|10s,full,44154886.0,8.755323450163297e-6,0.008658580671760712,0.00007497101924938819,57.53768205480201
churn_deep|動いた窓,生,符号つき,立会日,前向き|100ms,sub,44159656.0,-6.769477496831364e-11,-0.0008789364975153164,7.725293666644918e-7,-5.840775281699903
churn_top|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|5m,full,55079593.0,-1.772440009023161e-7,-0.0032491382908432483,0.000010556899633023784,-24.11381041223504
churn_bid|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|5s,full,11140747.0,0.000027466001860497973,0.023066229888370805,0.0005320509612631706,77.01038545277811
churn_cnt|全窓,生,絶対値,立会日,前向き|1m,sub,96373.0,7.324267643771318e-6,0.17968560530141675,0.032286916752536525,56.70393047621592
churn_cnt|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|2m,full,57807521.0,-5.641791706759474e-7,-0.008027942173042405,0.0000644478555337128,-61.03941967112372
churn_top|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|100ms,sub,11141748.0,9.992987734438067e-7,0.028020491647099594,0.0007851479521451782,93.5670500919501
churn_bid|全窓,生,符号つき,全日,前向き|5m,sub,28061.0,-1.1774154813227466e-8,-0.000962246202786309,9.259177547766704e-7,-0.1611842124308279
churn_ask|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|1m,sub,96373.0,-7.270713879028821e-8,-0.014198317193442342,0.00020159221112560043,-4.408124343706463
churn_bid|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|200ms,sub,5609619.0,5.118087081374815e-6,0.012983098899253495,0.0001685608570277973,30.752581366511578
churn_cnt|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|100ms,sub,57887854.0,-5.084617228375809e-9,-0.0022316082701097553,4.980075471222254e-6,-16.979025517369745
churn_cnt|全窓,生,絶対値,閉場日,前向き|30s,full,26774532.0,6.380861531518217e-6,0.0407323303301236,0.0016591227341223069,210.94088232549055
churn_cnt|全窓,生,絶対値,全日,前向き|100ms,full,84671655.0,2.212643025664125e-7,0.025175977793467173,0.0006338298578571522,231.735753335306
churn_ask|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|100ms,sub,55301433.0,4.486081988893227e-8,0.07244711364319423,0.005248584275229899,540.171901241884
churn_total|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|200ms,full,57887787.0,-3.6363816317121507e-10,-0.0022567255535322116,5.092810223965267e-6,-17.170119531249277
churn_ask|全窓,log1p,符号つき,立会日,前向き|1s,full,57887251.0,-3.3193373784400204e-7,-0.003068663032805216,9.416692808905306e-6,-23.347624601527556
churn_top|全窓,生,絶対値,全日,前向き|1s,full,84670773.0,4.3251049169615217e-7,0.02929257392942413,0.0008580548874107782,269.6563775672046
churn_deep|全窓,log1p,絶対値,全日,前向き|1s,full,84670773.0,0.000016845814621478504,0.05289258167857573,0.002797625196624805,487.3824318028882
churn_ask|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|200ms,sub,22047223.0,5.4953454185987823e-8,0.2827727993187463,0.07996045603455998,1384.2397358044832
churn_cnt|動いた窓,生,符号つき,閉場日,前向き|2m,sub,8758.0,1.3802467747964644e-6,0.017815793976811427,0.00031740251502419034,1.667350838669817
churn_total|動いた窓,生,絶対値,立会日,前向き|5s,full,44157270.0,1.0228038061974078e-7,0.19609014829112675,0.03845134625683608,1328.835558056839
churn_deep|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|500ms,sub,16934217.0,2.561224854092826e-8,0.00011381007783315149,1.2952733816388e-8,0.46834216351466196
churn_cnt|動いた窓,log1p,符号つき,全日,後ろ向き(帰無対照)|200ms,sub,27656842.0,-7.019303455956075e-8,-0.0002603510444911735,6.778266636764501e-8,-1.3691802239195607
churn_cnt|動いた窓,生,符号つき,立会日,前向き|30s,sub,145748.0,-3.159322616526724e-8,-0.0008911437879492253,7.94137250800494e-7,-0.34020937622372455
churn_deep|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|200ms,full,57887787.0,-3.759600395716684e-8,-0.0008724587347216187,7.611842437920478e-7,-6.63801953825943
churn_cnt|全窓,生,符号つき,閉場日,前向き|500ms,full,26783677.0,1.7153594394831915e-7,0.0016008120572606635,2.562599242671118e-6,8.284684734950023
churn_ask|動いた窓,生,符号つき,立会日,前向き|2m,full,44104225.0,2.742709151421134e-8,0.004515012769095944,0.00002038534030509942,29.984961616852605
churn_total|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5s,full,26782282.0,3.292701472941077e-7,0.028837160619005275,0.0008315818325663087,149.29900737362064
churn_bid|動いた窓,生,絶対値,立会日,前向き|10s,sub,439447.0,2.4045811488289517e-7,0.1786392178366875,0.03191197014930349,120.3570812254435
churn_deep|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|500ms,full,57887586.0,-4.95579222952538e-10,-0.001804542094001959,3.2563721690249748e-6,-13.72968067033252
churn_imb|全窓,生,符号つき,全日,前向き|1s,sub,8467029.0,2.2805053322949118e-6,0.0016350540094210166,2.673401613723742e-6,4.757712071982848
churn_ask|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|5m,sub,19189.0,-0.00003269265534645532,-0.020415486778681987,0.000416792100410539,-2.8284844886671077
churn_deep|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|1m,sub,90009.0,0.00016726459614543434,0.2841302150208304,0.08072997908778333,88.90660257406819
churn_cnt|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|5s,full,57884571.0,0.00007673590426301507,0.28109773714561453,0.07901593782838501,2228.5002859354718
churn_deep|全窓,生,絶対値,立会日,前向き|10s,sub,578773.0,1.6101064920392798e-7,0.1968959344045071,0.03876800898502396,152.7833476568302
churn_deep|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|5m,sub,8872.0,7.03405041888833e-6,0.008503276637794249,0.00007230571357885745,0.8008733084505979
churn_total|全窓,生,絶対値,立会日,前向き|200ms,full,57887787.0,2.193103696432048e-8,0.14103982381983626,0.019892231903130452,1083.9226891307014
churn_deep|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|1s,sub,2678336.0,1.6900377178205068e-7,0.014199595796824721,0.0002016285207932023,23.240856905912924
churn_cnt|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|100ms,full,11141748.0,2.5043882787745142e-8,0.0006910021173889243,4.774839262359768e-7,2.306514072235827
churn_bid|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|500ms,sub,2254876.0,9.770136781551117e-6,0.01574127674471659,0.0002477877935537553,23.640404693072142
churn_total|全窓,log1p,絶対値,閉場日,前向き|10s,full,26780732.0,0.000022532445228310803,0.02699020425651093,0.0007284711258081808,139.7254831027279
churn_cnt|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|10s,full,26780732.0,0.00007168309683324102,0.046986604572212036,0.002207741009225417,243.42501350321336
churn_deep|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|500ms,sub,2254876.0,5.500301538384025e-7,0.0009509031843114327,9.042168659336225e-7,1.4278994869948716
churn_cnt|全窓,生,符号つき,閉場日,前向き|2m,sub,22264.0,1.28911204557782e-6,0.013235780966518906,0.00017518589779366413,1.9750118479071774
churn_total|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|200ms,full,26783770.0,2.9134534088575575e-9,0.0005743750447027873,3.299066919773289e-7,2.97256576288437
